,ds,y,ID
0,2011-01-01 01:00:00,20.0,0
1,2011-01-01 02:00:00,22.953851375880138,0
2,2011-01-01 03:00:00,23.660254037844386,0
3,2011-01-01 04:00:00,22.071067811865476,0
4,2011-01-01 05:00:00,18.66025403784439,0
5,2011-01-01 06:00:00,14.293597338035754,0
6,2011-01-01 07:00:00,10.000000000000002,0
7,2011-01-01 08:00:00,6.705406887010545,0
8,2011-01-01 09:00:00,5.0,0
9,2011-01-01 10:00:00,5.0,0
10,2011-01-01 11:00:00,6.339745962155611,0
11,2011-01-01 12:00:00,8.294593112989453,0
12,2011-01-01 13:00:00,9.999999999999998,0
13,2011-01-01 14:00:00,10.706402661964248,0
14,2011-01-01 15:00:00,10.000000000000002,0
15,2011-01-01 16:00:00,7.928932188134532,0
16,2011-01-01 17:00:00,5.000000000000005,0
17,2011-01-01 18:00:00,2.046148624119869,0
18,2011-01-01 19:00:00,0.0,0
19,2011-01-01 20:00:00,-0.3656609248549323,0
20,2011-01-01 21:00:00,1.3397459621556056,0
21,2011-01-01 22:00:00,4.999999999999996,0
22,2011-01-01 23:00:00,9.99999999999999,0
23,2011-01-02 00:00:00,15.365660924854915,0
24,2011-01-02 01:00:00,19.999999999999996,0
25,2011-01-02 02:00:00,22.953851375880134,0
26,2011-01-02 03:00:00,23.66025403784439,0
27,2011-01-02 04:00:00,22.071067811865486,0
28,2011-01-02 05:00:00,18.660254037844396,0
29,2011-01-02 06:00:00,14.293597338035768,0
30,2011-01-02 07:00:00,10.000000000000018,0
31,2011-01-02 08:00:00,6.70540688701055,0
32,2011-01-02 09:00:00,5.0000000000000036,0
33,2011-01-02 10:00:00,4.999999999999996,0
34,2011-01-02 11:00:00,6.339745962155603,0
35,2011-01-02 12:00:00,8.29459311298944,0
36,2011-01-02 13:00:00,9.999999999999998,0
37,2011-01-02 14:00:00,10.706402661964248,0
38,2011-01-02 15:00:00,10.000000000000005,0
39,2011-01-02 16:00:00,7.928932188134539,0
40,2011-01-02 17:00:00,5.000000000000019,0
41,2011-01-02 18:00:00,2.0461486241198816,0
42,2011-01-02 19:00:00,1.7763568394002505e-15,0
43,2011-01-02 20:00:00,-0.3656609248549323,0
44,2011-01-02 21:00:00,1.3397459621556038,0
45,2011-01-02 22:00:00,4.999999999999978,0
46,2011-01-02 23:00:00,9.999999999999966,0
47,2011-01-03 00:00:00,15.365660924854891,0
48,2011-01-03 01:00:00,19.999999999999993,0
49,2011-01-03 02:00:00,22.953851375880134,0
50,2011-01-03 03:00:00,23.66025403784439,0
51,2011-01-03 04:00:00,22.07106781186549,0
52,2011-01-03 05:00:00,18.66025403784441,0
53,2011-01-03 06:00:00,14.293597338035786,0
54,2011-01-03 07:00:00,10.000000000000034,0
55,2011-01-03 08:00:00,6.705406887010553,0
56,2011-01-03 09:00:00,5.0000000000000036,0
57,2011-01-03 10:00:00,4.999999999999996,0
58,2011-01-03 11:00:00,6.339745962155602,0
59,2011-01-03 12:00:00,8.29459311298944,0
60,2011-01-03 13:00:00,9.999999999999988,0
61,2011-01-03 14:00:00,10.706402661964248,0
62,2011-01-03 15:00:00,10.000000000000007,0
63,2011-01-03 16:00:00,7.928932188134557,0
64,2011-01-03 17:00:00,5.000000000000022,0
65,2011-01-03 18:00:00,2.0461486241198656,0
66,2011-01-03 19:00:00,1.2434497875801753e-14,0
