,ds,y,ID
0,2011-01-01 01:00:00,10.0,0
1,2011-01-01 02:00:00,12.953851375880138,0
2,2011-01-01 03:00:00,13.660254037844386,0
3,2011-01-01 04:00:00,12.071067811865476,0
4,2011-01-01 05:00:00,8.660254037844389,0
5,2011-01-01 06:00:00,4.293597338035754,0
6,2011-01-01 07:00:00,1.1102230246251565e-15,0
7,2011-01-01 08:00:00,-3.2945931129894546,0
8,2011-01-01 09:00:00,-5.0,0
9,2011-01-01 10:00:00,-5.0,0
10,2011-01-01 11:00:00,-3.660254037844389,0
11,2011-01-01 12:00:00,-1.7054068870105465,0
12,2011-01-01 13:00:00,-1.1102230246251565e-15,0
13,2011-01-01 14:00:00,0.7064026619642483,0
14,2011-01-01 15:00:00,1.1102230246251565e-15,0
15,2011-01-01 16:00:00,-2.0710678118654684,0
16,2011-01-01 17:00:00,-4.999999999999995,0
17,2011-01-01 18:00:00,-7.953851375880131,0
18,2011-01-01 19:00:00,-10.0,0
19,2011-01-01 20:00:00,-10.365660924854932,0
20,2011-01-01 21:00:00,-8.660254037844394,0
21,2011-01-01 22:00:00,-5.000000000000004,0
22,2011-01-01 23:00:00,-1.0547118733938987e-14,0
23,2011-01-02 00:00:00,5.3656609248549145,0
24,2011-01-02 01:00:00,9.999999999999996,0
25,2011-01-02 02:00:00,12.953851375880134,0
26,2011-01-02 03:00:00,13.660254037844389,0
27,2011-01-02 04:00:00,12.071067811865486,0
28,2011-01-02 05:00:00,8.660254037844394,0
29,2011-01-02 06:00:00,4.293597338035768,0
30,2011-01-02 07:00:00,1.7763568394002505e-14,0
31,2011-01-02 08:00:00,-3.29459311298945,0
32,2011-01-02 09:00:00,-4.9999999999999964,0
33,2011-01-02 10:00:00,-5.000000000000004,0
34,2011-01-02 11:00:00,-3.660254037844397,0
35,2011-01-02 12:00:00,-1.7054068870105588,0
36,2011-01-02 13:00:00,-2.220446049250313e-15,0
37,2011-01-02 14:00:00,0.7064026619642483,0
38,2011-01-02 15:00:00,4.9960036108132044e-15,0
39,2011-01-02 16:00:00,-2.0710678118654617,0
40,2011-01-02 17:00:00,-4.999999999999981,0
41,2011-01-02 18:00:00,-7.953851375880118,0
42,2011-01-02 19:00:00,-9.999999999999998,0
43,2011-01-02 20:00:00,-10.365660924854932,0
44,2011-01-02 21:00:00,-8.660254037844396,0
45,2011-01-02 22:00:00,-5.000000000000022,0
46,2011-01-02 23:00:00,-3.3861802251067274e-14,0
47,2011-01-03 00:00:00,5.365660924854891,0
48,2011-01-03 01:00:00,9.999999999999993,0
49,2011-01-03 02:00:00,12.953851375880134,0
50,2011-01-03 03:00:00,13.660254037844389,0
51,2011-01-03 04:00:00,12.071067811865488,0
52,2011-01-03 05:00:00,8.660254037844412,0
