,ds,y,ID,yhat1,ar1,trend,season_weekly,season_daily
1750,2004-02-01 07:00:00,765.77,WEST,806.0390625,876.8732299804688,-70.17726135253906,-36.15864562988281,35.50172424316406
1751,2004-02-01 08:00:00,828.05,WEST,786.2022094726562,851.0101928710938,-70.23234558105469,-35.860206604003906,41.2845573425293
1752,2004-02-01 09:00:00,849.79,WEST,817.2537841796875,918.1158447265625,-70.28744506835938,-35.37143325805664,4.796833515167236
1753,2004-02-01 10:00:00,857.86,WEST,860.1478881835938,977.668212890625,-70.34253692626953,-34.6964111328125,-12.481395721435547
1754,2004-02-01 11:00:00,847.47,WEST,871.1513671875,972.1910400390625,-70.39762878417969,-33.840755462646484,3.1986770629882812
1755,2004-02-01 12:00:00,826.19,WEST,844.0433349609375,928.4314575195312,-70.45272064208984,-32.811527252197266,18.876148223876953
1756,2004-02-01 13:00:00,803.65,WEST,798.1216430664062,875.5001831054688,-70.5078125,-31.617143630981445,24.74642562866211
1757,2004-02-01 14:00:00,768.98,WEST,777.4342041015625,848.1419067382812,-70.56291198730469,-30.267271041870117,30.122447967529297
1758,2004-02-01 15:00:00,749.32,WEST,744.9863891601562,824.0576782226562,-70.61800384521484,-28.772716522216797,20.319435119628906
1759,2004-02-01 16:00:00,739.49,WEST,720.7568359375,832.6033935546875,-70.673095703125,-27.145292282104492,-14.028192520141602
1760,2004-02-01 17:00:00,747.27,WEST,730.54345703125,861.6544799804688,-70.72818756103516,-25.397686004638672,-34.98513412475586
1761,2004-02-01 18:00:00,762.8,WEST,793.101318359375,895.6138305664062,-70.78328704833984,-23.543315887451172,-8.18591022491455
1762,2004-02-01 19:00:00,825.34,WEST,809.1345825195312,865.67919921875,-70.83837890625,-21.59618377685547,35.88994598388672
1763,2004-02-01 20:00:00,844.01,WEST,862.022705078125,903.6273193359375,-70.89347076416016,-19.570722579956055,48.85958480834961
1764,2004-02-01 21:00:00,852.36,WEST,848.35888671875,901.7693481445312,-70.94856262207031,-17.481643676757812,35.019737243652344
1765,2004-02-01 22:00:00,845.55,WEST,847.2510986328125,913.3070678710938,-71.00365447998047,-15.343782424926758,20.29145050048828
1766,2004-02-01 23:00:00,830.64,WEST,815.684814453125,902.8388671875,-71.05875396728516,-13.17194652557373,-2.9233856201171875
1767,2004-02-02 00:00:00,772.67,WEST,781.776611328125,904.28173828125,-71.11383819580078,-10.980769157409668,-40.4105339050293
1768,2004-02-02 01:00:00,726.93,WEST,729.6943359375,865.38232421875,-71.16893768310547,-8.784564018249512,-55.73451614379883
1769,2004-02-02 02:00:00,726.76,WEST,724.38232421875,831.90185546875,-71.22402954101562,-6.597188949584961,-29.698307037353516
1770,2004-02-02 03:00:00,745.34,WEST,738.4912109375,824.1735229492188,-71.27912139892578,-4.431913375854492,-9.971302032470703
1771,2004-02-02 04:00:00,771.89,WEST,741.5852661132812,849.40625,-71.33421325683594,-2.3013157844543457,-34.185447692871094
1772,2004-02-02 05:00:00,812.19,WEST,770.6902465820312,898.1551513671875,-71.3893051147461,-0.2171492576599121,-55.85844039916992
1773,2004-02-02 06:00:00,901.72,WEST,876.3505249023438,966.4296264648438,-71.44440460205078,1.8097202777862549,-20.444408416748047
1774,2004-02-02 07:00:00,1058.95,WEST,997.8628540039062,1030.0911865234375,-71.49949645996094,3.76943039894104,35.50172424316406
1775,2004-02-02 08:00:00,1149.12,WEST,1121.6595458984375,1146.2763671875,-71.5545883178711,5.653162479400635,41.2845573425293
1776,2004-02-02 09:00:00,1101.44,WEST,1155.166015625,1214.525634765625,-71.60968017578125,7.453215599060059,4.796833515167236
1777,2004-02-02 10:00:00,1055.75,WEST,1082.773193359375,1157.75634765625,-71.66477966308594,9.163034439086914,-12.481395721435547
1778,2004-02-02 11:00:00,1012.42,WEST,1035.2252197265625,1092.96923828125,-71.7198715209961,10.777234077453613,3.1986770629882812
1779,2004-02-02 12:00:00,959.24,WEST,980.9411010742188,1021.5482788085938,-71.77496337890625,12.291621208190918,18.876148223876953
1780,2004-02-02 13:00:00,912.07,WEST,899.4219970703125,932.802490234375,-71.8300552368164,13.703168869018555,24.74642562866211
1781,2004-02-02 14:00:00,869.83,WEST,870.4383544921875,897.1910400390625,-71.88514709472656,15.010013580322266,30.122447967529297
1782,2004-02-02 15:00:00,831.55,WEST,830.7344970703125,866.1439208984375,-71.94024658203125,16.211414337158203,20.319435119628906
1783,2004-02-02 16:00:00,805.26,WEST,794.3943481445312,863.1101684570312,-71.99533081054688,17.307701110839844,-14.028192520141602
1784,2004-02-02 17:00:00,800.38,WEST,790.6060791015625,879.3414306640625,-72.05043029785156,18.300220489501953,-34.98513412475586
1785,2004-02-02 18:00:00,823.18,WEST,847.6705932617188,908.770751953125,-72.10552215576172,19.191268920898438,-8.18591022491455
1786,2004-02-02 19:00:00,919.93,WEST,894.013916015625,910.3005981445312,-72.16061401367188,19.983989715576172,35.88994598388672
1787,2004-02-02 20:00:00,965.69,WEST,965.1282958984375,967.8021240234375,-72.21570587158203,20.682313919067383,48.85958480834961
1788,2004-02-02 21:00:00,976.6,WEST,960.0585327148438,976.0187377929688,-72.27079772949219,21.290842056274414,35.019737243652344
1789,2004-02-02 22:00:00,964.49,WEST,966.6510620117188,996.8707885742188,-72.32589721679688,21.814735412597656,20.29145050048828
1790,2004-02-02 23:00:00,911.12,WEST,919.5086059570312,972.5533447265625,-72.38098907470703,22.25963020324707,-2.9233856201171875
1791,2004-02-03 00:00:00,840.99,WEST,838.2752685546875,928.4904174804688,-72.43608093261719,22.63149642944336,-40.4105339050293
1792,2004-02-03 01:00:00,821.16,WEST,799.959716796875,905.2488403320312,-72.49117279052734,22.936553955078125,-55.73451614379883
1793,2004-02-03 02:00:00,822.09,WEST,836.3427734375,915.40625,-72.54627227783203,23.181133270263672,-29.698307037353516
1794,2004-02-03 03:00:00,841.72,WEST,852.08642578125,911.2874755859375,-72.60135650634766,23.371585845947266,-9.971302032470703
1795,2004-02-03 04:00:00,863.5,WEST,847.5325317382812,930.8602905273438,-72.65645599365234,23.51416015625,-34.185447692871094
