,ds,y,ID,yhat1,ar1,trend,season_weekly,season_daily
1750,2004-02-01 07:00:00,765.77,WEST,806.015625,752.0790405273438,56.50178527832031,-41.54646301269531,38.98124313354492
1751,2004-02-01 08:00:00,828.05,WEST,786.4844360351562,724.6205444335938,56.54844665527344,-41.321327209472656,46.63676071166992
1752,2004-02-01 09:00:00,849.79,WEST,814.2592163085938,786.7862548828125,56.59511184692383,-40.88810729980469,11.765966415405273
1753,2004-02-01 10:00:00,857.86,WEST,855.9208374023438,847.1845092773438,56.64177703857422,-40.2508544921875,-7.654583930969238
1754,2004-02-01 11:00:00,847.47,WEST,865.4415893554688,844.9114990234375,56.68844223022461,-39.41516876220703,3.256810188293457
1755,2004-02-01 12:00:00,826.19,WEST,842.860595703125,808.7323608398438,56.735103607177734,-38.388160705566406,15.781314849853516
1756,2004-02-01 13:00:00,803.65,WEST,800.9712524414062,760.6317138671875,56.781768798828125,-37.1783447265625,20.736129760742188
1757,2004-02-01 14:00:00,768.98,WEST,781.0619506835938,734.557373046875,56.828433990478516,-35.79553985595703,25.471675872802734
1758,2004-02-01 15:00:00,749.32,WEST,748.1725463867188,709.1178588867188,56.875099182128906,-34.250755310058594,16.430320739746094
1759,2004-02-01 16:00:00,739.49,WEST,722.2890014648438,711.3433227539062,56.92176055908203,-32.55607604980469,-13.420023918151855
1760,2004-02-01 17:00:00,747.27,WEST,730.2596435546875,732.7347412109375,56.96842575073242,-30.72450828552246,-28.719032287597656
1761,2004-02-01 18:00:00,762.8,WEST,789.5836181640625,761.9954833984375,57.01509094238281,-28.769859313964844,-0.6571216583251953
1762,2004-02-01 19:00:00,825.34,WEST,804.0286254882812,734.5809326171875,57.0617561340332,-26.70657730102539,39.092506408691406
1763,2004-02-01 20:00:00,844.01,WEST,855.9491577148438,777.3592529296875,57.10841751098633,-24.549619674682617,46.03110885620117
1764,2004-02-01 21:00:00,852.36,WEST,851.2114868164062,788.1204833984375,57.15508270263672,-22.31427574157715,28.250215530395508
1765,2004-02-01 22:00:00,845.55,WEST,851.37158203125,800.6676635742188,57.20174789428711,-20.01602554321289,13.518202781677246
1766,2004-02-01 23:00:00,830.64,WEST,817.1559448242188,782.8582763671875,57.2484130859375,-17.67040252685547,-5.2803144454956055
1767,2004-02-02 00:00:00,772.67,WEST,781.3511962890625,776.2957763671875,57.295074462890625,-15.29282283782959,-36.946807861328125
1768,2004-02-02 01:00:00,726.93,WEST,732.6368408203125,739.399169921875,57.341739654541016,-12.89845085144043,-51.20561981201172
1769,2004-02-02 02:00:00,726.76,WEST,720.5447998046875,704.3633422851562,57.388404846191406,-10.502068519592285,-30.70486831665039
1770,2004-02-02 03:00:00,745.34,WEST,729.8894653320312,697.1884155273438,57.4350700378418,-8.117932319641113,-16.616098403930664
1771,2004-02-02 04:00:00,771.89,WEST,738.978759765625,727.3045654296875,57.48173141479492,-5.759664535522461,-40.0478630065918
1772,2004-02-02 05:00:00,812.19,WEST,774.9014282226562,777.5053100585938,57.52839660644531,-3.4401347637176514,-56.692138671875
1773,2004-02-02 06:00:00,901.72,WEST,878.9337158203125,840.5377807617188,57.5750617980957,-1.1713676452636719,-18.00779151916504
1774,2004-02-02 07:00:00,1058.95,WEST,992.71533203125,895.0767822265625,57.621726989746094,1.0355498790740967,38.98124313354492
1775,2004-02-02 08:00:00,1149.12,WEST,1115.422607421875,1007.9468994140625,57.66838836669922,3.170534610748291,46.63676071166992
1776,2004-02-02 09:00:00,1101.44,WEST,1153.3603515625,1078.65478515625,57.71505355834961,5.224578380584717,11.765966415405273
1777,2004-02-02 10:00:00,1055.75,WEST,1084.238037109375,1026.941162109375,57.76171875,7.189783573150635,-7.654583930969238
1778,2004-02-02 11:00:00,1012.42,WEST,1028.622802734375,958.4982299804688,57.80838394165039,9.059394836425781,3.256810188293457
1779,2004-02-02 12:00:00,959.24,WEST,978.5949096679688,894.1307373046875,57.855045318603516,10.827825546264648,15.781314849853516
1780,2004-02-02 13:00:00,912.07,WEST,902.508544921875,811.3800659179688,57.901710510253906,12.490644454956055,20.736129760742188
1781,2004-02-02 14:00:00,869.83,WEST,869.388427734375,771.9237670898438,57.9483757019043,14.044586181640625,25.471675872802734
1782,2004-02-02 15:00:00,831.55,WEST,827.8910522460938,737.9782104492188,57.99504089355469,15.487499237060547,16.430320739746094
1783,2004-02-02 16:00:00,805.26,WEST,794.7966918945312,733.356689453125,58.04170227050781,16.818336486816406,-13.420023918151855
1784,2004-02-02 17:00:00,800.38,WEST,794.0826416015625,746.6762084960938,58.0883674621582,18.03708267211914,-28.719032287597656
